Experiment,Transect,Plot,Treatment,Species,HostGroup,BackgroundSpecies,Density,Observer,DamageDate,SeedCollectionDate,Plant.ID,leaf1,leaf2,leaf3,leaf4,leaf5,leaf6,Rust?,SeedCollection,Notes
Competition,NA,131,inoculation,EG,EG seed,EG adult,2,TCB,5/18/16,5/18/16,X1143,1,0.1,0,NA,NA,NA,,YES,
Competition,NA,131,inoculation,SP,SP seed,EG adult,2,TCB,5/18/16,5/18/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,131,inoculation,EG,EG adult,EG adult,2,TCB,5/18/16,5/18/16,X1142,1,0.1,NA,NA,NA,NA,,NO,
Competition,NA,131,inoculation,SP,SP adult,EG adult,2,TCB,5/18/16,5/18/16,X1137,0,1,5,NA,NA,NA,,YES,
Competition,NA,132,fungicide,AB,AB seed,AB seed,10,TCB,5/18/16,5/18/16,X1139,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,132,fungicide,BD,BD seed,AB seed,10,TCB,5/18/16,5/18/16,X1140,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,132,fungicide,BH,BH seed,AB seed,10,TCB,5/18/16,5/18/16,X1141,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,132,fungicide,EG,EG seed,AB seed,10,TCB,5/18/16,5/18/16,X1138,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,132,fungicide,SP,SP seed,AB seed,10,TCB,5/18/16,5/18/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,132,fungicide,EG,EG adult,AB seed,10,TCB,5/18/16,5/18/16,X1172,0,0,0,NA,NA,NA,,NO,
Competition,NA,132,fungicide,SP,SP adult,AB seed,10,TCB,5/18/16,5/18/16,X1171,0.1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,133,inoculation,AB,AB seed,EG seed,80,TCB,5/18/16,5/18/16,X1174,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,133,inoculation,BD,BD seed,EG seed,80,TCB,5/18/16,5/18/16,X1175,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,133,inoculation,BH,BH seed,EG seed,80,TCB,5/18/16,5/18/16,X1176,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,133,inoculation,EG,EG seed,EG seed,80,TCB,5/18/16,5/18/16,X1173,0.1,0.1,0,NA,NA,NA,,NO,
Competition,NA,133,inoculation,SP,SP seed,EG seed,80,TCB,5/18/16,5/18/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,133,inoculation,EG,EG adult,EG seed,80,TCB,5/18/16,5/18/16,X1178,1,0.1,0,NA,NA,NA,,YES,
Competition,NA,133,inoculation,SP,SP adult,EG seed,80,TCB,5/18/16,5/18/16,X1177,1,0,1,NA,NA,NA,,YES,
Competition,NA,134,inoculation,AB,AB seed,EG adult,4,TCB,5/18/16,5/18/16,X1179,0.1,1,0.1,NA,NA,NA,,YES,
Competition,NA,134,inoculation,BD,BD seed,EG adult,4,TCB,5/18/16,5/18/16,X1183,0,0.1,0,NA,NA,NA,,YES,
Competition,NA,134,inoculation,BH,BH seed,EG adult,4,TCB,5/18/16,5/18/16,X1185,0,0,0,NA,NA,NA,,YES,
Competition,NA,134,inoculation,EG,EG seed,EG adult,4,TCB,5/18/16,5/18/16,X1182,0.1,0,0.1,NA,NA,NA,,NO,
Competition,NA,134,inoculation,SP,SP seed,EG adult,4,TCB,5/18/16,5/18/16,X1181,0,0.1,0,NA,NA,NA,,NO,
Competition,NA,134,inoculation,EG,EG adult,EG adult,4,TCB,5/18/16,5/18/16,X1180,1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,134,inoculation,SP,SP adult,EG adult,4,TCB,5/18/16,5/18/16,X1184,1,0.1,0,NA,NA,NA,,YES,
Competition,NA,135,inoculation,AB,AB seed,AB seed,80,TCB,5/18/16,5/18/16,X1189,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,135,inoculation,BD,BD seed,AB seed,80,TCB,5/18/16,5/18/16,X1187,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,135,inoculation,BH,BH seed,AB seed,80,TCB,5/18/16,5/18/16,X1188,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,135,inoculation,EG,EG seed,AB seed,80,TCB,5/18/16,5/18/16,X1186,1,1,0.1,NA,NA,NA,,NO,
Competition,NA,135,inoculation,SP,SP seed,AB seed,80,TCB,5/18/16,5/18/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,135,inoculation,EG,EG adult,AB seed,80,TCB,5/18/16,5/18/16,X1190,0,0,0.1,NA,NA,NA,,YES,
Competition,NA,135,inoculation,SP,SP adult,AB seed,80,TCB,5/18/16,5/18/16,X1191,0.1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,136,ambient,AB,AB seed,BH seed,80,TCB,5/18/16,5/18/16,X1193,1,0,0,NA,NA,NA,RUST,YES,
Competition,NA,136,ambient,BD,BD seed,BH seed,80,TCB,5/18/16,5/18/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,136,ambient,BH,BH seed,BH seed,80,TCB,5/18/16,5/18/16,X260,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,136,ambient,EG,EG seed,BH seed,80,TCB,5/18/16,5/18/16,X1192,0.1,0,NA,NA,NA,NA,,YES,
Competition,NA,136,ambient,SP,SP seed,BH seed,80,TCB,5/18/16,5/18/16,X1195,1,1,1,NA,NA,NA,,NO,
Competition,NA,136,ambient,EG,EG adult,BH seed,80,TCB,5/18/16,5/18/16,X1196,0.1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,136,ambient,SP,SP adult,BH seed,80,TCB,5/18/16,5/18/16,X1194,5,1,1,NA,NA,NA,,YES,
Competition,NA,137,fungicide,AB,AB seed,EG adult,10,TCB,5/18/16,5/18/16,X1203,0,0.1,5,NA,NA,NA,,YES,
Competition,NA,137,fungicide,BD,BD seed,EG adult,10,TCB,5/18/16,5/18/16,X1197,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,137,fungicide,BH,BH seed,EG adult,10,TCB,5/18/16,5/18/16,X1200,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,137,fungicide,EG,EG seed,EG adult,10,TCB,5/18/16,5/18/16,X1202,0,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,137,fungicide,SP,SP seed,EG adult,10,TCB,5/18/16,5/18/16,X1199,0.1,1,0,NA,NA,NA,,NO,
Competition,NA,137,fungicide,EG,EG adult,EG adult,10,TCB,5/18/16,5/18/16,X1198,0,0.1,0,NA,NA,NA,,YES,
Competition,NA,137,fungicide,SP,SP adult,EG adult,10,TCB,5/18/16,5/18/16,X1201,0,0,5,NA,NA,NA,,YES,
Competition,NA,138,ambient,AB,AB seed,BH seed,80,SCD,5/18/16,5/18/16,X1204,0,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,138,ambient,BD,BD seed,BH seed,80,SCD,5/18/16,5/18/16,X1207,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,138,ambient,BH,BH seed,BH seed,80,SCD,5/18/16,5/18/16,X268,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,138,ambient,EG,EG seed,BH seed,80,SCD,5/18/16,5/18/16,X1206,0.1,0.1,1,NA,NA,NA,,YES,
Competition,NA,138,ambient,SP,SP seed,BH seed,80,SCD,5/18/16,5/18/16,X1205,1,0,1,NA,NA,NA,,NO,
Competition,NA,138,ambient,EG,EG adult,BH seed,80,SCD,5/18/16,5/18/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,138,ambient,SP,SP adult,BH seed,80,SCD,5/18/16,5/18/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,58,ambient,AB,AB seed,SP adult,2,SCD,5/18/16,5/18/16,X1208,0.1,0.1,0.1,NA,NA,NA,ORANGE,YES,
Competition,NA,58,ambient,BD,BD seed,SP adult,2,SCD,5/18/16,5/18/16,X1209,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,58,ambient,BH,BH seed,SP adult,2,SCD,5/18/16,5/18/16,X1213,0,0,NA,NA,NA,NA,,YES,
Competition,NA,58,ambient,EG,EG seed,SP adult,2,SCD,5/18/16,5/18/16,X1211,0.1,0,0,NA,NA,NA,,NO,
Competition,NA,58,ambient,SP,SP seed,SP adult,2,SCD,5/18/16,5/18/16,X1210,1,0,0,NA,NA,NA,,YES,
Competition,NA,58,ambient,EG,EG adult,SP adult,2,SCD,5/18/16,5/18/16,X1212,1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,58,ambient,SP,SP adult,SP adult,2,SCD,5/18/16,5/18/16,DEAD,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,139,inoculation,AB,AB seed,AB seed,10,SCD,5/18/16,5/18/16,X1218,0.1,NA,NA,NA,NA,NA,ORANGE,YES,
Competition,NA,139,inoculation,BD,BD seed,AB seed,10,SCD,5/18/16,5/18/16,X1216,0.1,0.1,0,NA,NA,NA,,YES,
Competition,NA,139,inoculation,BH,BH seed,AB seed,10,SCD,5/18/16,5/18/16,X1217,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,139,inoculation,EG,EG seed,AB seed,10,SCD,5/18/16,5/18/16,X1215,1,0.1,0.1,NA,NA,NA,ORANGE,NO,
Competition,NA,139,inoculation,SP,SP seed,AB seed,10,SCD,5/18/16,5/18/16,X1214,0.1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,139,inoculation,EG,EG adult,AB seed,10,SCD,5/18/16,5/18/16,DEAD,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,139,inoculation,SP,SP adult,AB seed,10,SCD,5/18/16,5/18/16,X1219,5,5,5,NA,NA,NA,,NO,
Competition,NA,140,ambient,AB,AB seed,EG seed,10,SCD,5/19/16,5/19/16,X1220,0.1,1,0.1,NA,NA,NA,ORANGE,YES,
Competition,NA,140,ambient,BD,BD seed,EG seed,10,SCD,5/19/16,5/19/16,X1223,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,140,ambient,BH,BH seed,EG seed,10,SCD,5/19/16,5/19/16,X1222,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,140,ambient,EG,EG seed,EG seed,10,SCD,5/19/16,5/19/16,X1221,0.1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,140,ambient,SP,SP seed,EG seed,10,SCD,5/19/16,5/19/16,X1224,0,1,5,NA,NA,NA,,NO,
Competition,NA,140,ambient,EG,EG adult,EG seed,10,SCD,5/19/16,5/19/16,X1225*,5,1,0.1,NA,NA,NA,,NO,
Competition,NA,140,ambient,SP,SP adult,EG seed,10,SCD,5/19/16,5/19/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,141,inoculation,AB,AB seed,SP seed,100,SCD,5/19/16,5/19/16,X1226,0.1,0,0.1,NA,NA,NA,ORANGE,YES,
Competition,NA,141,inoculation,BD,BD seed,SP seed,100,SCD,5/19/16,5/19/16,X1227,0.1,NA,NA,NA,NA,NA,,YES,
Competition,NA,141,inoculation,BH,BH seed,SP seed,100,SCD,5/19/16,5/19/16,X1230,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,141,inoculation,EG,EG seed,SP seed,100,SCD,5/19/16,5/19/16,X1229,1,1,0.1,NA,NA,NA,,YES,
Competition,NA,141,inoculation,SP,SP seed,SP seed,100,SCD,5/19/16,5/19/16,X077,0.1,0.1,NA,NA,NA,NA,,NO,
Competition,NA,141,inoculation,EG,EG adult,SP seed,100,SCD,5/19/16,5/19/16,X1231,0.1,5,0,NA,NA,NA,,YES,
Competition,NA,141,inoculation,SP,SP adult,SP seed,100,SCD,5/19/16,5/19/16,X1228,5,5,10,NA,NA,NA,,YES,
Competition,NA,142,fungicide,AB,AB seed,EG seed,40,SCD,5/19/16,5/19/16,X1232,0,0.1,1,NA,NA,NA,,YES,
Competition,NA,142,fungicide,BD,BD seed,EG seed,40,SCD,5/19/16,5/19/16,X1235,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,142,fungicide,BH,BH seed,EG seed,40,SCD,5/19/16,5/19/16,X1234,0.1,NA,NA,NA,NA,NA,,YES,
Competition,NA,142,fungicide,EG,EG seed,EG seed,40,SCD,5/19/16,5/19/16,X1233,0.1,5,0,NA,NA,NA,BROWN,NO,
Competition,NA,142,fungicide,SP,SP seed,EG seed,40,SCD,5/19/16,5/19/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,142,fungicide,EG,EG adult,EG seed,40,SCD,5/19/16,5/19/16,X1245,0,0.1,0,NA,NA,NA,,NO,
Competition,NA,142,fungicide,SP,SP adult,EG seed,40,SCD,5/19/16,5/19/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,51,fungicide,AB,AB seed,SP adult,4,SCD,5/19/16,5/19/16,X1237,0.1,0,0.1,NA,NA,NA,,YES,
Competition,NA,51,fungicide,BD,BD seed,SP adult,4,SCD,5/19/16,5/19/16,X1239,0,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,51,fungicide,BH,BH seed,SP adult,4,SCD,5/19/16,5/19/16,X1238,1,0,0,NA,NA,NA,,YES,
Competition,NA,51,fungicide,EG,EG seed,SP adult,4,SCD,5/19/16,5/19/16,X1236,1,0,0.1,NA,NA,NA,LIGHT BROWN,YES,worms
Competition,NA,51,fungicide,SP,SP seed,SP adult,4,SCD,5/19/16,5/19/16,X1240,0.1,1,0.1,NA,NA,NA,,NO,
Competition,NA,51,fungicide,EG,EG adult,SP adult,4,SCD,5/19/16,5/19/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,51,fungicide,SP,SP adult,SP adult,4,SCD,5/19/16,5/9/16,X682,10,0.1,1,NA,NA,NA,,YES,
Competition,NA,143,ambient,AB,AB seed,EG seed,20,SCD,5/19/16,5/19/16,X1241,NA,NA,NA,NA,NA,NA,ORANGE/BROWN,YES,
Competition,NA,143,ambient,BD,BD seed,EG seed,20,SCD,5/19/16,5/19/16,X1244,0,0.1,0,NA,NA,NA,,YES,
Competition,NA,143,ambient,BH,BH seed,EG seed,20,SCD,5/19/16,5/19/16,X1242,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,143,ambient,EG,EG seed,EG seed,20,SCD,5/19/16,5/19/16,X1246,5,1,0.1,NA,NA,NA,,NO,
Competition,NA,143,ambient,SP,SP seed,EG seed,20,SCD,5/19/16,5/19/16,X1243,5,0.1,1,NA,NA,NA,,NO,
Competition,NA,143,ambient,EG,EG adult,EG seed,20,SCD,5/19/16,5/19/16,X1247,0.1,0,0.1,NA,NA,NA,,YES,
Competition,NA,143,ambient,SP,SP adult,EG seed,20,SCD,5/19/16,5/19/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,144,inoculation,AB,AB seed,AB seed,20,TCB,5/19/16,5/19/16,X1321,1,1,1,NA,NA,NA,ORANGE,YES,
Competition,NA,144,inoculation,BD,BD seed,AB seed,20,TCB,5/19/16,5/19/16,X1318,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,144,inoculation,BH,BH seed,AB seed,20,TCB,5/19/16,5/19/16,X1319,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,144,inoculation,EG,EG seed,AB seed,20,TCB,5/19/16,5/19/16,X1320,0.1,0,0,NA,NA,NA,,NO,
Competition,NA,144,inoculation,SP,SP seed,AB seed,20,TCN,5/19/16,5/19/16,X1317,0.1,0.1,0,NA,NA,NA,,NO,
Competition,NA,144,inoculation,EG,EG adult,AB seed,20,TCB,5/19/16,5/19/16,DEAD,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,144,inoculation,SP,SP adult,AB seed,20,TCB,5/19/16,5/19/16,X1316,0.1,1,1,NA,NA,NA,,NO,
Competition,NA,145,fungicide,AB,AB seed,SP seed,10,TCB,5/19/16,5/19/16,X1315,0.1,0.1,0,NA,NA,NA,,YES,
Competition,NA,145,fungicide,BD,BD seed,SP seed,10,TCB,5/19/16,5/19/16,X1314,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,145,fungicide,BH,BH seed,SP seed,10,TCB,5/19/16,5/19/16,X1313,0,0.1,0,NA,NA,NA,,YES,
Competition,NA,145,fungicide,EG,EG seed,SP seed,10,TCB,5/19/16,5/19/16,X1309,0.1,0.1,0,NA,NA,NA,ORANGE,NO,
Competition,NA,145,fungicide,SP,SP seed,SP seed,10,TCB,5/19/16,5/19/16,X1311,0,0,0.1,NA,NA,NA,,NO,
Competition,NA,145,fungicide,EG,EG adult,SP seed,10,TCB,5/19/16,5/19/16,X1310,0,0.1,0,NA,NA,NA,,YES,
Competition,NA,145,fungicide,SP,SP adult,SP seed,10,TCB,5/19/16,5/19/16,X1312,0,0,0,NA,NA,NA,,NO,
Competition,NA,146,fungicide,AB,AB seed,SP seed,40,TCB,5/19/16,5/19/16,X1306,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,146,fungicide,BD,BD seed,SP seed,40,TCB,5/19/16,5/19/16,X1305,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,146,fungicide,BH,BH seed,SP seed,40,TCB,5/19/16,5/19/16,X1304,1,0,0,NA,NA,NA,ORANGE,YES,
Competition,NA,146,fungicide,EG,EG seed,SP seed,40,TCB,5/19/16,5/19/16,X1307,0.1,0.1,0,NA,NA,NA,ORANGE,NO,RUST SMALL SPOT
Competition,NA,146,fungicide,SP,SP seed,SP seed,40,TCB,5/19/16,5/19/16,X1303,0.1,0,0,NA,NA,NA,,NO,
Competition,NA,146,fungicide,EG,EG adult,SP seed,40,TCB,5/19/16,5/19/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,146,fungicide,SP,SP adult,SP seed,40,TCB,5/19/16,5/19/16,X1308,1,1,0.1,NA,NA,NA,,YES,
Competition,NA,147,ambient,AB,AB seed,BD seed,10,TCB,5/19/16,5/19/16,X1302,0,1,0,NA,NA,NA,ORANGE,YES,
Competition,NA,147,ambient,BD,BD seed,BD seed,10,TCB,5/19/16,5/19/16,X1301,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,147,ambient,BH,BH seed,BD seed,10,TCB,5/19/16,5/19/16,X1296,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,147,ambient,EG,EG seed,BD seed,10,TCB,5/19/16,5/19/16,X1298,0,0,0,NA,NA,NA,,NO,
Competition,NA,147,ambient,SP,SP seed,BD seed,10,TCB,5/19/16,5/19/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,147,ambient,EG,EG adult,BD seed,10,TCB,5/19/16,5/19/16,X1299,0.1,0.1,1,NA,NA,NA,,YES,
Competition,NA,147,ambient,SP,SP adult,BD seed,10,TCB,5/19/16,5/19/16,X1300,1,1,1,NA,NA,NA,,YES,
Competition,NA,148,inoculation,AB,AB seed,BH seed,40,TCB,5/19/16,5/19/16,X1291,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,148,inoculation,BD,BD seed,BH seed,40,TCB,5/19/16,5/19/16,X1292,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,148,inoculation,BH,BH seed,BH seed,40,TCB,5/19/16,5/19/16,X1293,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,148,inoculation,EG,EG seed,BH seed,40,TCB,5/19/16,5/19/16,X1295,0.1,0,0,NA,NA,NA,,NO,
Competition,NA,148,inoculation,SP,SP seed,BH seed,40,TCB,5/19/16,5/19/16,X1294,0.1,0.1,1,NA,NA,NA,,NO,
Competition,NA,148,inoculation,EG,EG adult,BH seed,40,TCB,5/19/16,5/19/16,X1297,1,0.1,1,NA,NA,NA,,YES,
Competition,NA,148,inoculation,SP,SP adult,BH seed,40,TCB,5/19/16,5/19/16,X1290,1,1,0.1,NA,NA,NA,,YES,
Competition,NA,149,ambient,AB,AB seed,SP seed,40,TCB,5/19/16,5/19/16,X1286,0.1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,149,ambient,BD,BD seed,SP seed,40,TCB,5/19/16,5/19/16,X1289,1,NA,NA,NA,NA,NA,,YES,
Competition,NA,149,ambient,BH,BH seed,SP seed,40,TCB,5/19/16,5/19/16,X1284,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,149,ambient,EG,EG seed,SP seed,40,TCB,5/19/16,5/19/16,X1288,1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,149,ambient,SP,SP seed,SP seed,40,TCB,5/19/16,5/19/16,X1261,0,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,149,ambient,EG,EG adult,SP seed,40,TCB,5/19/16,5/19/16,X1287,1,5,1,NA,NA,NA,ORANGE,YES,
Competition,NA,149,ambient,SP,SP adult,SP seed,40,TCB,5/19/16,5/19/16,X1285,1,0,1,NA,NA,NA,,YES,
Competition,NA,150,inoculation,AB,AB seed,AB seed,10,TCB,5/19/16,5/19/16,X1263,10,5,NA,NA,NA,NA,ORANGE,YES,
Competition,NA,150,inoculation,BD,BD seed,AB seed,10,TCB,5/19/16,5/19/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,150,inoculation,BH,BH seed,AB seed,10,TCB,5/19/16,5/19/16,X1267,0.1,NA,NA,NA,NA,NA,,YES,
Competition,NA,150,inoculation,EG,EG seed,AB seed,10,TCB,5/19/16,5/19/16,X1265,0.1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,150,inoculation,SP,SP seed,AB seed,10,TCB,5/19/16,5/19/16,X1262,0.1,0,0,NA,NA,NA,,NO,
Competition,NA,150,inoculation,EG,EG adult,AB seed,10,TCB,5/19/16,5/19/16,X1266,0.1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,150,inoculation,SP,SP adult,AB seed,10,TCB,5/19/16,5/19/16,X1264,1,0.1,0,NA,NA,NA,,YES,
Competition,NA,151,fungicide,AB,AB seed,BD seed,10,TCB,5/19/16,5/19/16,X1272,1,0,0.1,NA,NA,NA,,YES,
Competition,NA,151,fungicide,BD,BD seed,BD seed,10,TCB,5/19/16,5/19/16,X1270,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,151,fungicide,BH,BH seed,BD seed,10,TCB,5/19/16,5/19/16,X1273,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,151,fungicide,EG,EG seed,BD seed,10,TCB,5/19/16,5/19/16,X1269,0.1,0,0,NA,NA,NA,,NO,
Competition,NA,151,fungicide,SP,SP seed,BD seed,10,TCB,5/19/16,5/19/16,X1274,0,0,0,NA,NA,NA,,NO,
Competition,NA,151,fungicide,EG,EG adult,BD seed,10,TCB,5/19/16,5/19/16,X1268,1,0,0,NA,NA,NA,,YES,
Competition,NA,151,fungicide,SP,SP adult,BD seed,10,TCB,5/19/16,5/19/16,X1271,1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,152,ambient,AB,AB seed,EG adult,10,TCB,5/19/16,5/19/16,X1360,1,5,5,NA,NA,NA,ORANGE,YES,
Competition,NA,152,ambient,BD,BD seed,EG adult,10,TCB,5/19/16,5/19/16,X1359,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,152,ambient,BH,BH seed,EG adult,10,TCB,5/19/16,5/19/16,X1362,0,0,NA,NA,NA,NA,,YES,
Competition,NA,152,ambient,EG,EG seed,EG adult,10,TCB,5/19/16,5/19/16,X1363,1,0.1,0,NA,NA,NA,,NO,
Competition,NA,152,ambient,SP,SP seed,EG adult,10,TCB,5/19/16,5/19/16,X1361,0,0.1,0,NA,NA,NA,,NO,
Competition,NA,152,ambient,EG,EG adult,EG adult,10,TCB,5/19/16,5/19/16,X078,1,1,0.1,NA,NA,NA,,YES,
Competition,NA,152,ambient,SP,SP adult,EG adult,10,TCB,5/19/16,5/19/16,X079,1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,153,inoculation,AB,AB seed,EG adult,8,SCD,5/19/16,5/19/16,X1250,0.1,0.1,0,NA,NA,NA,,YES,
Competition,NA,153,inoculation,BD,BD seed,EG adult,8,SCD,5/19/16,5/19/16,X1248,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,153,inoculation,BH,BH seed,EG adult,8,SCD,5/19/16,5/19/16,X1252,0.1,5,1,NA,NA,NA,ORANGE,YES,
Competition,NA,153,inoculation,EG,EG seed,EG adult,8,SCD,5/19/16,5/19/16,X1251,0,0.1,0,NA,NA,NA,,NO,
Competition,NA,153,inoculation,SP,SP seed,EG adult,8,SCD,5/19/16,5/19/16,X1253,0,0.1,1,NA,NA,NA,,NO,
Competition,NA,153,inoculation,EG,EG adult,EG adult,8,SCD,5/19/16,5/19/16,X1249,1,0.1,0,NA,NA,NA,ORANGE,YES,
Competition,NA,153,inoculation,SP,SP adult,EG adult,8,SCD,5/19/16,5/19/16,X1254,5,1,0,NA,NA,NA,,YES,
Competition,NA,154,inoculation,AB,AB seed,BD seed,100,SCD,5/19/16,5/19/16,X1258,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,154,inoculation,BD,BD seed,BD seed,100,SCD,5/19/16,5/19/16,X753,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,154,inoculation,BH,BH seed,BD seed,100,SCD,5/19/16,5/19/16,X1257,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,154,inoculation,EG,EG seed,BD seed,100,SCD,5/19/16,5/19/16,X1255,0,0.1,0,NA,NA,NA,,NO,
Competition,NA,154,inoculation,SP,SP seed,BD seed,100,SCD,5/19/16,5/19/16,X1259,0,0,0.1,NA,NA,NA,,NO,
Competition,NA,154,inoculation,EG,EG adult,BD seed,100,SCD,5/19/16,5/19/16,X1256,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,154,inoculation,SP,SP adult,BD seed,100,SCD,5/19/16,5/19/16,X1260,0.1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,155,inoculation,AB,AB seed,BD seed,20,SCD,5/19/16,5/19/16,X1322,1,0,0,NA,NA,NA,ORANGE,YES,
Competition,NA,155,inoculation,BD,BD seed,BD seed,20,SCD,5/19/16,5/19/16,X1323,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,155,inoculation,BH,BH seed,BD seed,20,SCD,5/19/16,5/19/16,X1321,1,0,0.1,NA,NA,NA,,YES,
Competition,NA,155,inoculation,EG,EG seed,BD seed,20,SCD,5/19/16,5/19/16,X1324,0.1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,155,inoculation,SP,SP seed,BD seed,20,SCD,5/19/16,5/19/16,DEAD,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,155,inoculation,EG,EG adult,BD seed,20,SCD,5/19/16,5/19/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,155,inoculation,SP,SP adult,BD seed,20,SCD,5/19/16,5/19/16,X1325,5,10,1,NA,NA,NA,,YES,
Competition,NA,156,inoculation,AB,AB seed,EG adult,10,SCD,5/19/16,5/19/16,X1280,0,0,0,NA,NA,NA,,YES,
Competition,NA,156,inoculation,BD,BD seed,EG adult,10,SCD,5/19/16,5/19/16,X1326,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,156,inoculation,BH,BH seed,EG adult,10,SCD,5/19/16,5/19/16,X1281,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,156,inoculation,EG,EG seed,EG adult,10,SCD,5/19/16,5/19/16,X1283,5,1,0.1,NA,NA,NA,,NO,
Competition,NA,156,inoculation,SP,SP seed,EG adult,10,SCD,5/19/16,5/19/16,X1282,1,0,0,NA,NA,NA,,NO,
Competition,NA,156,inoculation,EG,EG adult,EG adult,10,SCD,5/19/16,5/19/16,X127,1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,156,inoculation,SP,SP adult,EG adult,10,SCD,5/19/16,5/19/16,X1327,5,5,1,NA,NA,NA,,YES,
